uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off,cluster
RUC,1073213,Bachelor of Science (Environmental Science),,28.99,28.729,20
RUC,1073215,Bachelor of Science (Agricultural Economics & Resource Management),,28.114,29.065,12
RUC,1073217,Bachelor of Science (Fashion Design and Textile Technology),,23,29.69,15
RUC,1073225,Bachelor of Hotel and Hospitality Management,,30.32,31.369,2
RUC,1073279,Bachelor of Science (Microbiology),,32.526,25,18
RUC,1073292,Bachelor of Arts (Geography),,23,25,21
RUC,1073295,Bachelor of Arts (International Relations and Diplomacy),,35.354,,3
RUC,1073298,Bachelor of Science (Entrepreneurship),,23,,3
RUC,1073324,Bachelor of Arts (Kiswahili),,29.596,30.488,6
RUC,1073327,Bachelor of Project Planning and Management,,32.79,30.238,3
RUC,1073365,Bachelor of Science (Physics),,23,30.363,9
RUC,1073417,Bachelor of Science (Agricultural Extension and Education),,32.891,32.532,20
RUC,1073428,Bachelor of Science (Informatics),,23,29.633,11
RUC,1073450,Bachelor of Science (Comm. & Public Relations),,30.934,30.452,3
RUC,1073500,"Bachelor of Science (Graphic, Comm. & Advertising)",,23,25,3
RUC,1073513,Bachelor of Science (Chemistry),,23,31.447,9
RUC,1073520,Bachelor of Arts (Linguistic),,23,25,3
RUC,1073550,Bachelor of Arts (Political Science and Public Administration),,23,25,3
RUC,1073587,Bachelor of Science (Agribusiness),,28.446,31.417,12
RUC,1073621,"Bachelor of Arts (Linguistics, Media and Communication)",,23,29.932,3
RUC,1073646,Bachelor of Arts (Economics),,31.388,33.867,7
RUC,1073680,Bachelor of Education (Early Childhood & Primary Education),,23,,3
RUC,1073806,Bachelor of Arts (Sociology),,23,25,3
EUC,1093108,Bachelor of Science (Industrial Chemistry),,34.771,32.201,9
EUC,1093111,Bachelor of Science (Biology),,23,29.985,18
EUC,1093114,Bachelor of Science (Analytical Chemistry),,32.821,30.121,9
EUC,1093115,Bachelor of Science (Computer Science),,35.271,32.97,11
EUC,1093120,Bachelor of Science (Bsc.),,23,27.235,13
EUC,1093122,Bachelor of Science (Agriculture),,23,25,20
EUC,1093125,Bachelor of Science (Range Management),,23,25,20
EUC,1093133,Bachelor of Commerce,,34.389,37.36,7
EUC,1093135,Bachelor of Education (Arts),,30.544,33.843,3
EUC,1093137,Bachelor of Education (Science),,28.381,35.213,13
EUC,1093146,Bachelor of Economics,,35.87,32.899,7
EUC,1093163,Bachelor of Science (Statistics),,34.396,30.471,7
EUC,1093184,Bachelor of Science (Management of Agro-ecosystem and Environment),,23,25,20
EUC,1093185,Bachelor of Science (Horticulture),,23,25,20
EUC,1093186,Bachelor of Science (Environmental Conservation and Natural Resources Management),,23,27.151,20
EUC,1093187,Bachelor of Science (Agribusiness Management),,30.515,32.138,12
EUC,1093278,Bachelor of Science (Microbiology and Biotechnology),,34.499,33.579,18
EUC,1093365,Bachelor of Science (Physics),,23,,9
EUC,1093417,Bachelor of Science (Agricultural Education and Extension),,32.551,32.283,20
EUC,1093488,Bachelor of Science (Water Resource Management),,23,25,20
MCKUC,1170101,Bachelor of Arts,,23,28.498,3
MCKUC,1170109,Bachelor of Science (Mathematics),,31.041,33.099,11
MCKUC,1170111,Bachelor of Science in Biology,,28.237,28.035,18
MCKUC,1170115,Bachelor of Science (Computer Science),,37.151,37.619,11
MCKUC,1170116,Bachelor of Science in Civil Engineering,,41.347,42.169,9
MCKUC,1170117,Bachelor of Science in Electrical and Electronics Engineering,,37.096,42.095,9
MCKUC,1170118,Bachelor of Science in Mechanical Engineering,,39.18,40.595,9
MCKUC,1170133,Bachelor of Commerce (B.Com),,34.924,37.298,7
MCKUC,1170135,Bachelor of Education (Arts),,23,34.11,3
MCKUC,1170137,Bachelor of Education (Science),,32.342,35.605,13
MCKUC,1170146,Bachelor of Economics,,35.691,37.132,7
MCKUC,1170155,Bachelor of Education in Special Education,,32.358,32.228,5
MCKUC,1170180,Bachelor of Education in Early Childhood Education,,23,25,3
MCKUC,1170199,Bachelor of Economics & Statistics,,38.727,36.653,7
MCKUC,1170217,Bachelor of Science in Fashion Design and Marketing,,23,27.668,15
MCKUC,1170221,Bachelor of Science (Hospitality and Tourism Management),,28.941,32.023,2
MCKUC,1170228,Bachelor of Environmental Studies (Community Development),,23,25,21
MCKUC,1170232,Bachelor of Science (Information Technology),,31.7,34.715,9
MCKUC,1170258,Bachelor of Science in Agribusiness Management and Trade,,30.479,31.164,12
MCKUC,1170309,Bachelor of Science (Maths and Computer Science),,34.633,31.307,11
MCKUC,1170386,Bachelor of Science in Community Resource Management,,23,25,3
MCKUC,1170417,Bachelor of Agricultural Education and Extension,,32.501,31.58,20
MCKUC,1170540,Bachelor of Economics and Finance,,38.641,39.873,7
MCKUC,1170566,Bachelor of Population Health,,30.727,27.881,18
MCKUC,1170664,Bachelor of Science in Statistics and Programming,,36.021,35.818,7
MCKUC,1170986,Bachelor of Environmental Studies (Community Resource Conservation),,23,25,2
KAFUCO,1470133,Bachelor of Commerce,,23,,7
KAFUCO,1470135,Bachelor of Education (Arts),,23,,3
KAFUCO,1470136,Bachelor of Criminology,,23,,3
KAFUCO,1470137,Bachelor of Education (Science),,26.972,,13
KAFUCO,1470145,Bachelor of Social Work,,23,,3
KAFUCO,1470146,Bachelor of Science in Economics,,23,,7
KAFUCO,1470164,"Bachelor of Science (Applied Statistics, With IT)",,23,,7
KAFUCO,1470215,Bachelor of Science (Agricultural Economics and Resource Management),,23,,12
KAFUCO,1470232,Bachelor of Science in Information Technology,,23,,9
KAFUCO,1470282,Bachelor of Education (French),,23,,22
KAFUCO,1470309,Bachelor of Science in Mathematics and Computer Science,,23,,11
KAFUCO,1470588,"Bachelor of Science (Mathematics & Economics, With IT",,23,,7
KAFUCO,1470644,Bachelor of Disaster Management & International Diplomacy,,23,,3
AIU,1119153,Bachelor in Business Administration,,23,,7
AIU,1119303,Bachelor of Arts in Development Studies,,23,,3
AIU,1119337,Bachelor of Arts in Counseling Psychology,,23,,3
AIU,1119446,Bachelor of Theology,,30.181,,3
ANU,1078115,Bachelor of Science (Computer Science),,28.575,,11
ANU,1078133,Bachelor of Commerce (B.Com),,30.085,,7
ANU,1078134,Bachelor of Laws (LLB),,31.395,,1
ANU,1078136,Bachelor of Criminology,,30.352,,3
ANU,1078151,Bachelor of Business Management,,23,,7
ANU,1078155,Bachelor of Education in Special Education,,30.701,,5
ANU,1078171,Bachelor of Arts (Community Development),,23,,3
ANU,1078242,Bachelor of Mass Communication,,30.768,,3
ANU,1078244,Bachelor of Business Information Technology,,23,,11
ANU,1078249,Bachelor of Procurement and Supply Chain Management,,31.098,,7
ANU,1078337,Bachelor of Arts (Counselling Psychology),,23,,3
ANU,1078348,Bachelor of Science (Natural Resource Management),,27.141,,20
ANU,1078391,Bachelor of Arts in Religion,,23,,3
ANU,1078445,Bachelor of Arts (Religious Studies),,31.296,,3
ANU,1078581,Bachelor of Arts (Peace Education,,23,,3
ANU,1078680,Bachelor of Education (Early Childhood and Primary Education),,23,,3
ANU,1078722,Diploma in Agriculture,,,,20
ANU,1078746,Diploma in Supply Chain Management,,,,7
ANU,1078753,Diploma in Business Administration/management,,,,7
ANU,1078758,Diploma in Information & Communication Technology,,,,9
ANU,1078763,Diploma in Counselling Psychology,,,,3
ANU,1078771,Diploma in Community Development,,,,3
ANU,1078850,Diploma in Public Relations,,,,3
ANU,1078858,Diploma in Information Technology,,,,9
ANU,1078880,Bachelor of Education (Early Childhood),,23,,3
ANU,1078980,Diploma in Early Childhood Development,,,,3
BARA,1181109,Bachelor of Science in Mathematics,,28.602,,11
BARA,1181111,Bachelor of Science in Biology,,27.187,,18
BARA,1181122,Bachelor of Science in Agriculture,,28.742,,20
BARA,1181132,Bachelor of Science in Nursing,,30.317,,18
BARA,1181135,Bachelor of Education (Arts),,32.132,,3
BARA,1181153,Bachelor in Business Administration,,23,,7
BARA,1181161,Bachelor of Arts (Music),,30.903,,24
BARA,1181193,Bachelor of Science in Foods and Nutrition,,26.303,,20
BARA,1181194,Bachelor of Science in Medical Laboratory Sciences,,29.592,,18
BARA,1181202,Bachelor of Science in Nutrition and Dietetics,,28.632,,20
BARA,1181217,Bachelor of Science (Fashion Design and Textile Technology),,26.938,,15
BARA,1181244,Bachelor of Business Information Technology,,23,,11
BARA,1181283,Bachelor of Arts in Geography,,25.8,,21
BARA,1181303,Bachelor of Arts in Development Studies,,23,,3
BARA,1181324,Bachelor of Arts in Kiswahili,,28.977,,6
BARA,1181344,Bachelor of Arts in Guidance and Counselling,,23,,3
BARA,1181391,Bachelor of Arts in Religion,,23,,3
BARA,1181446,Bachelor of Arts in Theology,,23,,3
BARA,1181447,Bachelor of Science in Technology (Automotive),,29.839,,9
BARA,1181471,Bachelor of Science in Networks and Communication Systems,,29.075,,9
BARA,1181506,Bachelor of Technology in Electronics,,30.101,,9
BARA,1181513,Bachelor of Science in Chemistry,,27.924,,9
BARA,1181522,Bachelor of Arts in History,,29.224,,19
BARA,1181542,Bachelor of Science in Software Engineering,,28.946,,11
BARA,1181587,Bachelor of Science (Agribusiness),,29.086,,12
BARA,1181602,Bachelor of Arts in English Language,,23,,3
CUEA,1480106,Bachelor of Arts in Anthropology,,23,,3
CUEA,1480107,Bachelor of Science in Actuarial Science,,29.52,,7
CUEA,1480109,Bachelor of Science (Mathematics),,28.995,,11
CUEA,1480111,Bachelor of Science in Biology,,27.048,,18
CUEA,1480115,Bachelor of Science in Computer Science,,28.257,,11
CUEA,1480133,Bachelor of Commerce,,30.868,,7
CUEA,1480134,Bachelor of Laws (LLB),,31.38,,1
CUEA,1480135,Bachelor of Education (Arts),,31.92,,3
CUEA,1480137,Bachelor of Education (Science),,30.353,,13
CUEA,1480144,Bachelor of Arts (Social Work),,23,,3
CUEA,1480233,Bachelor of Science in Library and Information Science,,23,,2
CUEA,1480283,Bachelor of Arts in Geography,,28.049,,21
CUEA,1480303,Bachelor of Arts in Development Studies,,23,,3
CUEA,1480312,Bachelor of Arts in Environmental Planning and Management,,28.2,,21
CUEA,1480325,Bachelor of Arts (Kiswahili and Communication),,23,,6
CUEA,1480337,Bachelor of Arts in Counseling Psychology,,23,,3
CUEA,1480365,Bachelor of Science (Physics),,28.759,,9
CUEA,1480392,Bachelor of Arts in Philosophy,,23,,3
CUEA,1480445,Bachelor of Arts (Religious Studies),,23,,3
CUEA,1480513,Bachelor of Science (Chemistry),,27.363,,9
CUEA,1480522,Bachelor of Arts in History,,29.59,,19
CUEA,1480550,Bachelor of Arts in Political Science,,23,,3
CUEA,1480646,Bachelor of Arts in Economics,,28.865,,7
CUEA,1480652,Bachelor of Justice and Peace,,23,,3
CUEA,1480688,Bachelor of Church Management and Leadership,,23,,7
CUEA,1480751,Diploma in Business Management,,,,7
CUEA,1480806,Bachelor of Arts in Sociology,,23,,3
CUEA,1480858,Diploma in Information Technology,,,,9
CUEA,1480877,Diploma in Library and Information Science,,,,3
DAYSTAR,1162107,Bachelor of Science in Actuarial Science,,31.064,,7
DAYSTAR,1162144,Bachelor of Arts (Social Work),,30.067,,3
DAYSTAR,1162146,Bachelor of Science in Economics,,31.192,,7
DAYSTAR,1162171,Bachelor of Arts in Community Development,,29.372,,3
DAYSTAR,1162172,Bachelor of Science in Biomedical Science,,29.696,,18
DAYSTAR,1162188,Bachelor of Science in Environmental Health,,28.16,,18
DAYSTAR,1162307,Bachelor of Arts in International Relations and Security Studies,,28.923,,3
DAYSTAR,1162388,Bachelor of Science in Applied Computer Science,,27.405,,11
DAYSTAR,1162433,Bachelor of Commerce in Management Information Systems,,31.949,,7
DAYSTAR,1162662,Bachelor of Arts in Peace and Conflict Transformation,,33.039,,3
GLUK,1192132,Bachelor of Science in Nursing,,29.64,,18
GLUK,1192135,Bachelor of Education (Arts),,30.63,,3
GLUK,1192187,Bachelor of Science (Agribusiness Management),,27.253,,12
GLUK,1192202,Bachelor of Science in Nutrition and Dietetics,,30.266,,20
GLUK,1192232,Bachelor of Science in Information Technology,,23,,9
GLUK,1192423,Bachelor of Science in Community Health and Development,,23,,20
GLUK,1192446,Bachelor of Arts in Theology,,23,,3
GLUK,1192560,Bachelor of Science Clinical Medicine,,30.12,,18
GRETSA,1088115,Bachelor of Science in Computer Science,,29.198,,11
GRETSA,1088133,Bachelor of Commerce,,29.288,,7
GRETSA,1088135,Bachelor of Education (Arts),,29.405,,3
GRETSA,1088171,Bachelor of Arts in Community Development,,23,,3
GRETSA,1088224,Bachelor of Science in Hospitality Management,,23,,2
ILU,1225135,Bachelor of Education (Arts),,30.047,,3
ILU,1225337,Bachelor of Arts in Counselling Psychology,,23,,3
ILU,1225445,Bachelor of Arts (Religious Studies),,23,,3
ILU,1225448,Bachelor of Arts in Leadership and Management,,23,,7
KABU,1061115,Bachelor of Science in Computer Science,,28.392,,11
KABU,1061120,Bachelor of Science,,26.493,,13
KABU,1061133,Bachelor of Commerce,,30.618,,7
KABU,1061135,Bachelor of Education (Arts),,32.232,,3
KABU,1061137,Bachelor of Education (Science),,30.755,,13
KABU,1061206,Bachelor of Business and Information Technology,,28.489,,11
KABU,1061213,Bachelor of Science in Environmental Science,,25.304,,20
KABU,1061232,Bachelor of Science in Information Technology,,25.405,,9
KABU,1061301,Bachelor of Business Management and Information Technology,,29.794,,7
KABU,1061446,Bachelor of Theology,,31.619,,3
KABU,1061588,Bachelor of Science in Economics and Mathematics,,29.242,,7
KABU,1061612,Bachelor of Management Information Systems,,23,,11
KABU,1061707,Bachelor of Science in Telecommunications,,27.573,,9
KCA,1103133,Bachelor of Commerce,,28.523,,7
KCA,1103206,Bachelor of Business and Information Technology,,25.681,,11
KCA,1103232,Bachelor of Science (Information Technology),,23.651,,9
KeMU,1077122,Bachelor of Science in Agriculture,,25.961,,20
KeMU,1077129,Bachelor of Pharmacy,,29.737,,18
KeMU,1077131,Bachelor of Medicine & Bachelor of Surgery,,37.585,,18
KeMU,1077132,Bachelor of Science in Nursing,,29.668,,18
KeMU,1077137,Bachelor of Education (Science),,30.092,,13
KeMU,1077153,Bachelor in Business Administration,,23,,7
KeMU,1077194,Bachelor of Science in Medical Laboratory Sciences,,28.027,,18
KeMU,1077224,Bachelor of Science in Hospitality Management,,28.139,,2
KeMU,1077244,Bachelor of Business Information Technology,,23,,11
KeMU,1077309,Bachelor of Science in Mathematics and Computer Science,,29.839,,11
KeMU,1077446,Bachelor of Theology,,32.322,,3
KeMU,1077477,Bachelor of Science (Applied Biology),,27.43,,18
KeMU,1077663,Bachelor of Science in Computer Information Systems,,29.953,,11
KeMU,1077684,Bachelor of Science in Travel and Tourism Management,,23,,2
KHEU,1169115,Bachelor of Science (Computer Science),,23,,11
KHEU,1169135,Bachelor of Education (Arts),,30.062,,3
KHEU,1169151,Bachelor of Business and Management,,23,,7
KHEU,1169232,Bachelor of Science (Information Technology),,23,,9
KHEU,1169233,Bachelor of Library and Information Studies,,23,,2
KHEU,1169337,Bachelor of Arts in Counseling Psychology,,23,,3
KHEU,1169446,Bachelor of Arts in Theology,,23,,3
KHEU,1169653,Bachelor of Christian Education,,30.216,,3
KHEU,1169880,Bachelor of Education (Early Childhood),,23,,3
KUCCPS,1000101,Bachelor of Arts,,,,3
KUCCPS,1000116,Bachelor of Engineering (Civil Engineering),,,,9
KUCCPS,1000119,Bachelor of Engineering (Geospatial Engineering),,,,9
KUCCPS,1000135,Bachelor of Education (Arts),,,,3
KUCCPS,1000136,Bachelor of Arts (Criminology and Penology),,,,3
KUCCPS,1000146,Bachelor of Economics,,,,7
KUCCPS,1000153,Bachelor in Business Administration,,,,7
KUCCPS,1000166,Bachelor of Arts (French),,,,22
KUCCPS,1000295,Bachelor of Arts (International Relations and Diplomacy),,,,3
KUCCPS,1000324,Bachelor of Arts in Kiswahili,,,,6
KUCCPS,1000417,Bachelor of Agricultural Education & Extension,,,,20
KUCCPS,1000441,Bachelor of Education (ICT),,,,11
KUCCPS,1000447,Bachelor of Business Leadership,,,,7
KUCCPS,1000503,Bachelor of Engineering (Aeronautical Engineering),,,,9
KUCCPS,1000553,Bachelor of Applied Science (Geo-informatics),,,,20
KUCCPS,1000564,Bachelor of Architectural Technology,,,,10
KUCCPS,1000599,Bachelor of Engineering (Chemical Engineering),,,,9
KUCCPS,1000617,Bachelor of Engineering (Electrical and Electronic Engineering),,,,9
KUCCPS,1000711,Diploma in Applied Biology,,,,18
KUCCPS,1000872,Diploma in Building Technology,,,,10
KWUST,1460109,Bachelor of Science in Mathematics,,30.038,,11
KWUST,1460115,Bachelor of Science in Computer Science,,29.374,,11
KWUST,1460205,Bachelor of Science in Business Administration,,23,,7
KWUST,1460206,Bachelor of Business and Information Technology,,23,,11
LUKENYA,1495133,Bachelor of Commerce,,30.314,,7
LUKENYA,1495135,Bachelor of Education (Arts),,23,,3
MARIST,1530135,Bachelor of Education Arts,,23,,3
MARIST,1530151,Bachelor of Business Management,,23,,7
MKU,1279107,Bachelor of Science in Actuarial Science,,28.948,,7
MKU,1279133,Bachelor of Commerce,,30.861,,7
MKU,1279135,Bachelor of Education Arts,,32.444,,3
MKU,1279137,Bachelor of Education (Science),,30.673,,13
MKU,1279146,Bachelor of Economics,,28.589,,7
MKU,1279150,Bachelor of Science in Information Science,,28.267,,11
MKU,1279151,Bachelor of Business Management,,23,,7
MKU,1279155,Bachelor of Education in Special Needs Education,,27.527,,5
MKU,1279163,Bachelor of Science in Statistics,,30.048,,7
MKU,1279188,Bachelor of Science in Environmental Health,,27.202,,18
MKU,1279194,Bachelor of Science in Medical Laboratory Sciences,,30.461,,18
MKU,1279199,Bachelor of Economics and Statistics,,29.4,,7
MKU,1279202,Bachelor of Science in Nutrition and Dietetics,,28.742,,20
MKU,1279224,Bachelor of Science in Hospitality Management,,29.097,,2
MKU,1279232,Bachelor of Science in Information Technology,,23,,9
MKU,1279244,Bachelor of Business Information Technology,,23,,11
MKU,1279290,Bachelor of Science in Animal Health and Production,,28.341,,20
MKU,1279296,Bachelor of Arts in International Relations,,30.147,,3
MKU,1279305,Bachelor of Development Studies,,23,,3
MKU,1279403,Bachelor of Science in Agriculture and Rural Development,,27.201,,20
MKU,1279455,Bachelor of Science in Dental Technology,,27.506,,18
MKU,1279540,Bachelor of Economics and Finance,,29.238,,7
MKU,1279603,Bachelor of Science in Food Science and Processing,,27.042,,20
MKU,1279604,Bachelor of Arts in Mass Media and Communication,,31.227,,3
MKU,1279668,Bachelor of Arts in Justice and Security Studies,,23,,3
MKU,1279669,Bachelor of Arts in Peace Studies and Conflict Resolution,,23,,3
MKU,1279671,Bachelor of Arts in Public Administration and Governance,,23,,3
MKU,1279672,Bachelor of Arts in Security Studies and Criminology,,29.294,,3
MKU,1279674,Bachelor of Counseling Psychology,,29.438,,3
MKU,1279675,Bachelor of Education in Early Childhood Studies,,23,,3
MKU,1279677,Bachelor of Science in Finance and Statistics,,29.477,,7
MKU,1279678,Bachelor of Science in Health Informatics and Information Management,,28.116,,3
MKU,1279681,Bachelor of Science in Health Records and Information Technology,,28.442,,3
MKU,1279682,Bachelor of Science in Justice Information Systems,,23,,11
MKU,1279683,Bachelor of Science in Real Estate Management,,27.371,,14
MKU,1279684,Bachelor of Science in Travel and Tourism Management,,28.349,,2
MKU,1279685,Bachelor of Social Work and Administration,,23,,3
MKU,1279806,Bachelor of Arts in Sociology,,23,,3
MUA,1066133,Bachelor of Commerce,,30.554,,7
MUA,1066303,Bachelor of Arts in Development Studies,,23,,3
MUA,1066448,Bachelor of Management and Leadership,,23,,7
PAC,1068133,Bachelor of Commerce,,29.518,,7
PAC,1068343,Bachelor of Arts in Counseling,,23,,3
PAC,1068447,Bachelor of Business Leadership,,23,,7
PAC,1068454,Bachelor of Arts in Bible and Theology,,23,,3
PAC,1068620,Bachelor of Arts in Communication,,23,,3
PIU,1264133,Bachelor of Commerce (B.Com),,29.63,,7
PIU,1264232,Bachelor of Science in Information Technology,,23,,9
PIU,1264295,Bachelor of Arts (International Relations and Diplomacy),,23,,3
PUEA,1196115,Bachelor of Science in Computer Science,,29.133,,11
PUEA,1196135,Bachelor of Education (Arts),,23,,3
PUEA,1196137,Bachelor of Education (Science),,23,,13
PUEA,1196153,Bachelor of Business Administration,,23,,7
RU,1060115,Bachelor of Science in Computer Science,,27.986,,11
RU,1060134,Bachelor of Laws (LLB),,32.579,,1
RU,1060135,Bachelor of Education (Arts),,31.529,,3
RU,1060153,Bachelor of Business Administration,,29.903,,7
RU,1060183,Bachelor of Journalism,,23,,3
RU,1060244,Bachelor of Business Information Technology,,27.87,,11
RU,1060295,Bachelor of International Relations & Diplomacy,,29.548,,3
RU,1060680,Bachelor of Education (Early Childhood Development Education),,23,,3
SCU,1090135,Bachelor of Education (Arts),,30.08,,3
SCU,1090153,Bachelor in Business Administration,,23,,7
SCU,1090158,Bachelor of Information Communication Technology,,23,,9
SCU,1090171,Bachelor of Arts in Community Development,,23,,3
SCU,1090221,Bachelor of Hospitality and Tourism Management,,23,,2
SCU,1090244,Bachelor of Business Information Technology,,23,,11
SCU,1090337,Bachelor of Arts in Counseling Psychology,,23,,3
SCU,1090446,Bachelor of Theology,,32.636,,3
SCU,1090448,Bachelor of Leadership and Management,,23,,7
SCU,1090680,Bachelor of Education (Early Childhood Development Education),,23,,3
SPU,1107115,Bachelor of Science in Computer Science,,28.611,,11
SPU,1107133,Bachelor of Commerce (B.Com),,29.015,,7
SPU,1107135,Bachelor of Education Arts,,31.73,,3
SPU,1107144,Bachelor of Arts (Social Work),,23,,3
SPU,1107153,Bachelor in Business Administration,,23,,7
SPU,1107155,Bachelor of Education in Special Needs Education,,30.194,,5
SPU,1107171,Bachelor of Arts in Community Development,,23,,3
SPU,1107244,Bachelor of Business Information Technology,,23,,11
SPU,1107337,Bachelor of Arts in Counseling Psychology,,23,,3
SPU,1107446,Bachelor of Theology,,23,,3
SPU,1107448,Bachelor of Arts in Leadership and Management,,23,,7
SPU,1107536,Bachelor of Science (Business Computing),,23,,9
SPU,1107577,Bachelor of Arts (Translation and Interpretation),,29.894,,3
SPU,1107614,Bachelor of Science in Computing and Information Systems,,23,,11
SPU,1107620,Bachelor of Arts in Communication,,23,,3
SPU,1107680,Bachelor of Education (Early Childhood Development Education),,23,,3
TEAU,1500115,Bachelor of Science (Computer Science),,30.7,,11
TEAU,1500135,"Bachelor of Education (Arts - Geo, Mat & Bus)",,23,,3
TEAU,1500151,Bachelor of Business Management,,23,,7
TEAU,1500244,Bachelor of Business Information Technology,,23,,11
TEAU,1500494,Bachelor of Education (Arts - Business Studies),,29.622,,7
TMUC,1515137,"Bachelor of Education (Science, With IT)",,32.01,,13
TMUC,1515153,Bachelor of Business Administration (With IT),,23,,7
TMUC,1515185,"Bachelor of Science (Horticulture, With IT)",,23,,20
TUC,1475135,Bachelor of Education (Arts),,31.719,,3
TUC,1475137,Bachelor of Education (Science),,30.419,,13
TUC,1475321,Bachelor of Arts in Sustainable Human Development,,23,,3
TUC,1475322,Bachelor of Arts in Child and Youth Studies,,23,,3
TUC,1475323,Bachelor of Arts in Social Communication,,23,,3
TUC,1475337,Bachelor of Arts in Counseling Psychology,,23,,3
TUC,1475448,Bachelor of Arts in Leadership and Management,,23,,7
UMMA,1485115,Bachelor of Science in Computer Science,,28.009,,11
UMMA,1485151,Bachelor of Business Management,,23,,7
UMMA,1485630,Bachelor of Arts in Islamic Studies,,23,,3
UMMA,1485642,Bachelor of Arts in Islamic Sharia,,23,,3
USIU,1058136,Bachelor of Arts in Criminal Justice,,32.477,,3
USIU,1058237,Bachelor of Arts (Psychology),,30.181,,3
USIU,1058296,Bachelor of Arts in International Relations,,30.744,,3
USIU,1058539,Bachelor of Science (Finance),,30.922,,7
USIU,1058647,Bachelor of Science in International Business Administration,,29.785,,7
USIU,1058648,Bachelor of Science in Applied Computer Technology,,27.589,,11
USIU,1058649,Bachelor of Arts in Journalism,,31.735,,3
USIU,1058650,Bachelor of Science in Information Systems and Technology,,27.588,,11
USIU,1058654,Bachelor of Science in Accounting,,30.542,,7
USIU,1058658,Bachelor of Science in Hotel and Restaurant Management,,29.419,,2
UUC,1116131,Bachelor of Medicine & Bachelor of Surgery (M.B.Ch.B),,29.98,,18
UUC,1116132,Bachelor of Science in Nursing,,27.828,,18
UUC,1116281,Bachelor of Science (Medical Microbiology),,26.589,,18
UUC,1116560,Bachelor of Science Clinical Medicine,,29.081,,18
ZETECH,1425168,Bachelor of Business Administration and Management,,23,,7
ZETECH,1425232,Bachelor of Science in Information Technology,,23,,9
ZETECH,1425244,Bachelor of Business Information Technology,,23,,11
ZETECH,1425255,Bachelor of Purchasing and Supply Chain Management,,23,,7
BARINGO TC,1054552,Diploma in Social Work & Community Development,,,,3
BARINGO TC,1054601,Diploma in Accountancy,,,,7
BARINGO TC,1054701,Diploma in Automotive Engineering,,,,9
BARINGO TC,1054746,Diploma in Supply Chain Management,,,,7
BARINGO TC,1054751,Diploma in Business Management,,,,7
BARINGO TC,1054876,Diploma in Building Technology,,,,10
BARINGO TC,1054976,Diploma in Petroleum and Geoscience,,,,9
BONDO TTI,1465552,Diploma in Social Work and Community Development,,,,3
BONDO TTI,1465557,Diploma in Clothing & Textile,,,,15
BONDO TTI,1465601,Diploma in Accountancy,,,,7
BONDO TTI,1465705,Diploma in Building and Civil Engineering,,,,9
BONDO TTI,1465706,Diploma in Civil Engineering,,,,9
BONDO TTI,1465746,Diploma in Supply Chain Management,,,,7
BONDO TTI,1465751,Diploma in Business Management,,,,7
BONDO TTI,1465758,Diploma in Information Communication Technology (ICT),,,,9
BONDO TTI,1465789,Diploma in Human Resource Management,,,,3
BONDO TTI,1465872,Diploma in Building Technology,,,,10
BONDO TTI,1465917,Diploma in Electrical & Electronic Engineering (Power),,,,9
BONDO TTI,1465960,Diploma in Water Technology (Water Supply Option),,,,20
BUMBE TTI,1110552,Diploma in Social Work and Community Development,,,,3
BUMBE TTI,1110556,Diploma in Food and Beverage,,,,20
BUMBE TTI,1110557,Diploma in Fashion Design and Garment Making,,,,15
BUMBE TTI,1110701,Diploma in Automotive Engineering,,,,9
BUMBE TTI,1110726,Diploma in Guidance and Counselling,,,,5
BUMBE TTI,1110746,Diploma in Supplies Chain Management,,,,7
BUMBE TTI,1110751,Diploma in Business Management,,,,7
BUMBE TTI,1110758,Diploma in Information Communication Technology,,,,9
BUMBE TTI,1110790,Diploma in Nutrition and Diet Management,,,,20
BUMBE TTI,1110876,Diploma in Building Construction Technology,,,,10
BUMBE TTI,1110928,Diploma in Electrical Engineering (Power),,,,9
BUSHIANGALA TTI,1190557,Diploma in Clothing Technology,,,,15
BUSHIANGALA TTI,1190701,Diploma in Automotive Engineering,,,,9
BUSHIANGALA TTI,1190706,Diploma in Civil Engineering,,,,9
BUSHIANGALA TTI,1190708,Diploma in Mechanical Engineering,,,,9
BUSHIANGALA TTI,1190711,Diploma in Applied Biology,,,,18
BUSHIANGALA TTI,1190746,Diploma in Supplies Chain Management,,,,7
BUSHIANGALA TTI,1190747,Diploma in Supplies Management,,,,7
BUSHIANGALA TTI,1190753,Diploma in Business Administration,,,,7
BUSHIANGALA TTI,1190758,Diploma in Information Communication Technology,,,,9
BUSHIANGALA TTI,1190771,Diploma in Community Development,,,,3
BUSHIANGALA TTI,1190789,Diploma in Human Resource Management,,,,3
BUSHIANGALA TTI,1190876,Diploma in Building Technology,,,,10
CIT,1067552,Diploma in Community Development and Social Work,,,,3
CIT,1067555,Diploma in Sales and Marketing,,,,7
CIT,1067556,"Diploma in Food and Beverage Production,sales and Services",,,,20
CIT,1067601,Diploma in Accountancy,,,,7
CIT,1067687,Diploma in Catering and Accommodation,,,,2
CIT,1067701,Diploma in Automotive Engineering,,,,9
CIT,1067711,Diploma in Applied Biology,,,,18
CIT,1067732,Diploma in Civil Engineering Technology,,,,9
CIT,1067736,Diploma in Tour Guiding,,,,2
